hcpcs_cd,year,description,status_code,is_active,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,non_facility_total_rvu,facility_total_rvu,global_period,pc_tc_indicator,conversion_factor,non_facility_national_payment,facility_national_payment,source_table,derived_at
40819,2023,Excise lip or cheek fold,A,true,2.5100,5.3300,3.1900,0.2300,8.0700,5.9300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
40820,2023,Treatment of mouth lesion,A,true,1.3400,6.3100,3.5000,0.1400,7.7900,4.9800,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
40830,2023,Repair mouth laceration,A,true,1.8200,4.7700,2.3200,0.2200,6.8100,4.3600,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
40831,2023,Repair mouth laceration,A,true,2.5700,6.0700,3.1600,0.2900,8.9300,6.0200,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
40840,2023,Reconstruction of mouth,R,false,9.1500,15.5300,8.4700,1.3900,26.0700,19.0100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
40842,2023,Reconstruction of mouth,R,false,9.1500,17.2300,9.5200,1.6500,28.0300,20.3200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
40843,2023,Reconstruction of mouth,R,false,12.7900,21.0000,10.9700,2.3000,36.0900,26.0600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
40844,2023,Reconstruction of mouth,R,false,16.8000,25.4200,15.4200,3.0300,45.2500,35.2500,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
40845,2023,Reconstruction of mouth,R,false,19.3600,22.4000,14.0600,2.7100,44.4700,36.1300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41000,2023,Drainage of mouth lesion,A,true,1.3500,2.9100,1.6300,0.1800,4.4400,3.1600,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41005,2023,Drainage of mouth lesion,A,true,1.3100,5.7500,2.1100,0.1700,7.2300,3.5900,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41006,2023,Drainage of mouth lesion,A,true,3.3400,6.5400,3.2100,0.3400,10.2200,6.8900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41007,2023,Drainage of mouth lesion,A,true,3.2000,6.3400,3.0700,0.3000,9.8400,6.5700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41008,2023,Drainage of mouth lesion,A,true,3.4600,7.9100,3.8100,0.4000,11.7700,7.6700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41009,2023,Drainage of mouth lesion,A,true,3.7100,8.6000,4.3800,0.4100,12.7200,8.5000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41010,2023,Incision of tongue fold,A,true,1.1100,5.3100,2.0400,0.1700,6.5900,3.3200,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41015,2023,Drainage of mouth lesion,A,true,4.0800,7.4900,4.4500,0.3700,11.9400,8.9000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41016,2023,Drainage of mouth lesion,A,true,4.1900,9.4100,5.6900,0.4400,14.0400,10.3200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41017,2023,Drainage of mouth lesion,A,true,4.1900,9.4100,5.6500,0.4400,14.0400,10.2800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41018,2023,Drainage of mouth lesion,A,true,5.2200,10.0100,6.1800,0.5600,15.7900,11.9600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41019,2023,Place needles h&n for rt,A,true,8.8400,4.9700,4.9700,0.6900,14.5000,14.5000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41100,2023,Biopsy of tongue,A,true,1.4200,4.0500,1.6100,0.1900,5.6600,3.2200,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41105,2023,Biopsy of tongue,A,true,1.4700,4.0000,1.6400,0.1900,5.6600,3.3000,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41108,2023,Biopsy of floor of mouth,A,true,1.1000,3.8300,1.4800,0.1700,5.1000,2.7500,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41110,2023,Excision of tongue lesion,A,true,1.5600,5.1800,2.1300,0.2200,6.9600,3.9100,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41112,2023,Excision of tongue lesion,A,true,2.8300,7.0500,4.1200,0.3500,10.2300,7.3000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41113,2023,Excision of tongue lesion,A,true,3.2900,7.2900,4.2800,0.3800,10.9600,7.9500,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41114,2023,Excision of tongue lesion,A,true,8.8200,8.5800,8.5800,1.2600,18.6600,18.6600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41115,2023,Excision of tongue fold,A,true,1.7900,5.8800,2.3600,0.2500,7.9200,4.4000,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41116,2023,Excision of mouth lesion,A,true,2.5200,7.2500,3.6200,0.3400,10.1100,6.4800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41120,2023,Partial removal of tongue,A,true,11.1400,19.1400,19.1400,1.5900,31.8700,31.8700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41130,2023,Partial removal of tongue,A,true,15.7400,21.3300,21.3300,2.2900,39.3600,39.3600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41135,2023,Tongue and neck surgery,A,true,30.1400,30.3400,30.3400,4.2200,64.7000,64.7000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41140,2023,Removal of tongue,A,true,29.1500,31.9800,31.9800,4.1400,65.2700,65.2700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41145,2023,Tongue removal neck surgery,A,true,37.9300,38.8900,38.8900,5.3800,82.2000,82.2000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41150,2023,Tongue mouth jaw surgery,A,true,29.8600,31.5700,31.5700,4.2600,65.6900,65.6900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41153,2023,Tongue mouth neck surgery,A,true,33.5900,32.9100,32.9100,4.7300,71.2300,71.2300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41155,2023,Tongue jaw & neck surgery,A,true,44.3000,38.7700,38.7700,6.2000,89.2700,89.2700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41250,2023,Repair tongue laceration,A,true,1.9600,6.2700,2.2800,0.3700,8.6000,4.6100,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41251,2023,Repair tongue laceration,A,true,2.3200,6.7400,2.7000,0.4900,9.5500,5.5100,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41252,2023,Repair tongue laceration,A,true,3.0200,6.4100,2.7700,0.4900,9.9200,6.2800,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41510,2023,Tongue to lip surgery,A,true,3.5100,9.7200,9.7200,0.5000,13.7300,13.7300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41512,2023,Tongue suspension,A,true,6.8600,12.2600,12.2600,0.9700,20.0900,20.0900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41520,2023,Reconstruction tongue fold,A,true,2.8300,7.8500,4.3400,0.4000,11.0800,7.5700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41530,2023,Tongue base vol reduction,A,true,3.5000,23.8200,7.3900,0.4700,27.7900,11.3600,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41800,2023,Drainage of gum lesion,A,true,1.2700,7.3000,3.1300,0.2200,8.7900,4.6200,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41805,2023,Removal foreign body gum,A,true,1.3400,7.9000,4.4400,0.1400,9.3800,5.9200,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41806,2023,Removal foreign body jawbone,A,true,2.7900,9.3100,5.2800,0.2700,12.3700,8.3400,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41820,2023,Excision gum each quadrant,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41821,2023,Excision of gum flap,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41822,2023,Excision of gum lesion,R,false,2.4100,7.8600,3.1800,0.4400,10.7100,6.0300,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41823,2023,Excision of gum lesion,R,false,3.7700,11.5000,6.5400,0.6700,15.9400,10.9800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41825,2023,Excision of gum lesion,A,true,1.4100,5.0700,2.0500,0.1700,6.6500,3.6300,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41826,2023,Excision of gum lesion,A,true,2.4100,6.4500,3.2400,0.2500,9.1100,5.9000,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41827,2023,Excision of gum lesion,A,true,3.8300,8.7100,4.3400,0.4200,12.9600,8.5900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41828,2023,Excision of gum lesion,R,false,3.1400,6.9200,2.9500,0.5600,10.6200,6.6500,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41830,2023,Removal of gum tissue,R,false,3.4500,10.0800,5.3600,0.6400,14.1700,9.4500,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41850,2023,Treatment of gum lesion,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41870,2023,Gum graft,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41872,2023,Repair gum,R,false,3.0100,10.6300,5.5500,0.5500,14.1900,9.1100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
41874,2023,Repair tooth socket,R,false,3.1900,7.9100,3.6900,0.3400,11.4400,7.2200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42000,2023,Drainage mouth roof lesion,A,true,1.2800,3.4000,1.8000,0.1900,4.8700,3.2700,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42100,2023,Biopsy roof of mouth,A,true,1.3600,2.8800,1.7600,0.1800,4.4200,3.3000,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42104,2023,Excision lesion mouth roof,A,true,1.6900,4.6500,2.1300,0.2200,6.5600,4.0400,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42106,2023,Excision lesion mouth roof,A,true,2.1500,5.2600,2.4600,0.2500,7.6600,4.8600,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42107,2023,Excision lesion mouth roof,A,true,4.5600,8.5300,4.7300,0.5500,13.6400,9.8400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42120,2023,Remove palate/lesion,A,true,11.8600,16.6400,16.6400,1.6700,30.1700,30.1700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42140,2023,Excision of uvula,A,true,1.7000,7.4900,2.9300,0.2500,9.4400,4.8800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42145,2023,Repair palate pharynx/uvula,A,true,9.7800,9.5300,9.5300,1.3800,20.6900,20.6900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42160,2023,Treatment mouth roof lesion,A,true,1.8500,4.9100,2.2000,0.2500,7.0100,4.3000,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42180,2023,Repair palate,A,true,2.5500,4.8200,2.7200,0.3600,7.7300,5.6300,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42182,2023,Repair palate,A,true,3.8700,5.5600,3.3300,0.5500,9.9800,7.7500,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42200,2023,Reconstruct cleft palate,A,true,12.5300,12.9900,12.9900,2.2700,27.7900,27.7900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42205,2023,Reconstruct cleft palate,A,true,13.6600,12.7700,12.7700,2.4600,28.8900,28.8900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42210,2023,Reconstruct cleft palate,A,true,15.0300,14.5100,14.5100,2.7100,32.2500,32.2500,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42215,2023,Reconstruct cleft palate,A,true,8.9900,10.4800,10.4800,1.6100,21.0800,21.0800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42220,2023,Reconstruct cleft palate,A,true,7.1600,8.9200,8.9200,1.2900,17.3700,17.3700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42225,2023,Reconstruct cleft palate,A,true,9.7700,18.0400,18.0400,1.7500,29.5600,29.5600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42226,2023,Lengthening of palate,A,true,10.3500,15.4600,15.4600,1.4800,27.2900,27.2900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42227,2023,Lengthening of palate,A,true,9.9000,14.1200,14.1200,1.3900,25.4100,25.4100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42235,2023,Repair palate,A,true,8.0100,13.2200,13.2200,1.1300,22.3600,22.3600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42260,2023,Repair nose to lip fistula,A,true,10.2200,14.2900,8.4700,1.4500,25.9600,20.1400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42280,2023,Preparation palate mold,A,true,1.5900,3.5900,1.5100,0.1700,5.3500,3.2700,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42281,2023,Insertion palate prosthesis,A,true,1.9800,4.6000,2.6500,0.1900,6.7700,4.8200,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42300,2023,Drainage of salivary gland,A,true,1.9800,4.2600,2.4400,0.2900,6.5300,4.7100,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42305,2023,Drainage of salivary gland,A,true,6.3100,5.5600,5.5600,0.8500,12.7200,12.7200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42310,2023,Drainage of salivary gland,A,true,1.6100,3.3800,2.2700,0.1800,5.1700,4.0600,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42320,2023,Drainage of salivary gland,A,true,2.4000,5.1700,2.6500,0.3500,7.9200,5.4000,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42330,2023,Removal of salivary stone,A,true,2.2600,4.5000,2.4100,0.3000,7.0600,4.9700,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42335,2023,Removal of salivary stone,A,true,3.4100,9.2100,4.0100,0.4700,13.0900,7.8900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42340,2023,Removal of salivary stone,A,true,4.7200,10.7500,4.9800,0.6700,16.1400,10.3700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42400,2023,Biopsy of salivary gland,A,true,0.7800,2.0600,0.7100,0.0800,2.9200,1.5700,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42405,2023,Biopsy of salivary gland,A,true,3.3400,5.3800,3.0100,0.4600,9.1800,6.8100,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42408,2023,Excision of salivary cyst,A,true,4.6600,11.2800,5.3200,0.4600,16.4000,10.4400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42409,2023,Drainage of salivary cyst,A,true,2.9100,8.6700,3.6500,0.4200,12.0000,6.9800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42410,2023,Excise parotid gland/lesion,A,true,9.5700,7.8800,7.8800,1.5000,18.9500,18.9500,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42415,2023,Excise parotid gland/lesion,A,true,17.1600,12.0800,12.0800,2.5000,31.7400,31.7400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42420,2023,Excise parotid gland/lesion,A,true,19.5300,13.1800,13.1800,2.8400,35.5500,35.5500,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42425,2023,Excise parotid gland/lesion,A,true,13.4200,9.8100,9.8100,2.0000,25.2300,25.2300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42426,2023,Excise parotid gland/lesion,A,true,22.6600,14.3500,14.3500,3.4000,40.4100,40.4100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42440,2023,Excise submaxillary gland,A,true,6.1400,5.4800,5.4800,0.9000,12.5200,12.5200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42450,2023,Excise sublingual gland,A,true,4.7400,8.8300,5.5600,0.6900,14.2600,10.9900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42500,2023,Repair salivary duct,A,true,4.4200,8.5900,5.4100,0.5900,13.6000,10.4200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42505,2023,Repair salivary duct,A,true,6.3200,10.1600,6.6100,0.8900,17.3700,13.8200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42507,2023,Parotid duct diversion,A,true,6.2500,7.7900,7.7900,0.8900,14.9300,14.9300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42509,2023,Parotid duct diversion,A,true,11.7600,11.1900,11.1900,1.6700,24.6200,24.6200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42510,2023,Parotid duct diversion,A,true,8.3500,8.7700,8.7700,1.1900,18.3100,18.3100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42550,2023,Injection for salivary x-ray,A,true,1.2500,3.3300,0.4600,0.1100,4.6900,1.8200,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42600,2023,Closure of salivary fistula,A,true,4.9400,10.8900,5.0800,0.7100,16.5400,10.7300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42650,2023,Dilation of salivary duct,A,true,0.7700,1.3700,0.8800,0.1100,2.2500,1.7600,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42660,2023,Dilation of salivary duct,A,true,1.1300,2.0800,1.2100,0.3100,3.5200,2.6500,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42665,2023,Ligation of salivary duct,A,true,2.6300,8.4100,3.5200,0.3700,11.4100,6.5200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42700,2023,Drainage of tonsil abscess,A,true,1.6700,3.9100,2.1700,0.2500,5.8300,4.0900,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42720,2023,Drainage of throat abscess,A,true,6.3100,6.2800,4.3700,0.8600,13.4500,11.5400,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42725,2023,Drainage of throat abscess,A,true,12.4100,9.6600,9.6600,1.7900,23.8600,23.8600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42800,2023,Biopsy of throat,A,true,1.4400,3.1400,1.8600,0.2000,4.7800,3.5000,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42804,2023,Biopsy of upper nose/throat,A,true,1.2900,5.0500,2.2200,0.1900,6.5300,3.7000,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42806,2023,Biopsy of upper nose/throat,A,true,1.6300,5.4200,2.3900,0.2300,7.2800,4.2500,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42808,2023,Excise pharynx lesion,A,true,2.3500,4.3300,2.3100,0.3400,7.0200,5.0000,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42809,2023,Remove pharynx foreign body,A,true,1.8600,4.0000,1.6400,0.2900,6.1500,3.7900,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42810,2023,Excision of neck cyst,A,true,3.3800,7.9300,4.6600,0.4700,11.7800,8.5100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42815,2023,Excision of neck cyst,A,true,7.3100,7.8600,7.8600,1.1300,16.3000,16.3000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42820,2023,Remove tonsils and adenoids,A,true,4.2200,3.9500,3.9500,0.5900,8.7600,8.7600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42821,2023,Remove tonsils and adenoids,A,true,4.3600,4.1800,4.1800,0.6400,9.1800,9.1800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42825,2023,Removal of tonsils,A,true,3.5100,4.0900,4.0900,0.5000,8.1000,8.1000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42826,2023,Removal of tonsils,A,true,3.4500,3.7600,3.7600,0.5000,7.7100,7.7100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42830,2023,Removal of adenoids,A,true,2.6500,3.3800,3.3800,0.3700,6.4000,6.4000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42831,2023,Removal of adenoids,A,true,2.8100,3.7600,3.7600,0.4000,6.9700,6.9700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42835,2023,Removal of adenoids,A,true,2.3800,3.2500,3.2500,0.3500,5.9800,5.9800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42836,2023,Removal of adenoids,A,true,3.2600,3.6700,3.6700,0.4600,7.3900,7.3900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42842,2023,Extensive surgery of throat,A,true,12.2300,16.3900,16.3900,1.7600,30.3800,30.3800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42844,2023,Extensive surgery of throat,A,true,17.7800,21.0200,21.0200,2.5000,41.3000,41.3000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42845,2023,Extensive surgery of throat,A,true,32.5600,28.8100,28.8100,4.6200,65.9900,65.9900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42860,2023,Excision of tonsil tags,A,true,2.3000,3.2200,3.2200,0.3400,5.8600,5.8600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42870,2023,Excision of lingual tonsil,A,true,5.5200,11.4800,11.4800,0.7900,17.7900,17.7900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42890,2023,Partial removal of pharynx,A,true,19.1300,20.6500,20.6500,2.7700,42.5500,42.5500,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42892,2023,Revision of pharyngeal walls,A,true,26.0300,26.1100,26.1100,3.7000,55.8400,55.8400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42894,2023,Revision of pharyngeal walls,A,true,33.9200,32.0900,32.0900,4.8600,70.8700,70.8700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42900,2023,Repair throat wound,A,true,5.2900,3.9000,3.9000,0.7500,9.9400,9.9400,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
42950,2023,Reconstruction of throat,A,true,8.2700,14.5900,14.5900,1.2000,24.0600,24.0600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
